      Date,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
 2021/04/20,372,121,6,3,3,0,0,0,2,0,0,2
 2021/04/20,396,125,9,0,0,0,1,1,1,1,1,1
 2021/04/20,354,111,9,0,0,0,1,1,1,1,1,1
 2021/04/20,336,102,6,0,0,0,1,1,1,1,1,1
 2021/04/20,345,104,3,0,0,0,0,0,0,0,0,0
 2021/04/20,249,83,0,0,0,0,0,0,0,0,0,0
 2021/04/20,315,101,3,0,0,0,1,1,1,1,1,1
 2021/04/20,477,147,3,0,0,0,1,1,1,1,1,1
 2021/04/20,399,118,3,0,0,0,2,2,2,2,2,2
 2021/04/20,351,113,0,0,0,0,1,1,1,1,1,1
 2021/04/20,474,150,0,0,0,0,2,2,2,2,2,2
 2021/04/20,495,162,3,0,0,0,2,2,2,2,2,2
 2021/04/20,450,147,9,0,0,0,1,2,2,1,2,2
 2021/04/20,321,104,3,0,0,0,0,0,0,0,0,0
 2021/04/20,426,142,6,3,3,3,1,1,4,1,1,4
 2021/04/20,336,105,6,3,0,0,0,0,2,0,0,2
 2021/04/20,402,123,12,3,0,0,2,2,3,2,2,3
 2021/04/20,498,156,16,3,3,0,1,2,4,1,2,4
 2021/04/20,159,53,13,9,0,0,0,2,2,0,2,2
 2021/04/20,39,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,42,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,42,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,21,7,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,30,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,45,12,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,12,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,63,21,3,0,0,0,0,0,0,0,0,0
 2021/04/20,102,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,26,3,0,0,0,0,0,0,0,0,0
 2021/04/20,51,13,3,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,114,35,6,0,0,0,0,0,0,0,0,0
 2021/04/20,111,34,6,0,0,0,0,0,0,0,0,0
 2021/04/20,165,52,0,0,0,0,0,0,0,0,0,0
 2021/04/20,147,49,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,87,25,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,3,0,0,0,0,0,0,0,0,0
 2021/04/20,57,16,3,0,0,0,0,0,0,0,0,0
 2021/04/20,69,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,63,21,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,72,24,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,3,3,3,0,0,0,1,0,0,1
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,102,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,3,0,0,0,0,0,0,0,0,0
 2021/04/20,102,34,3,0,0,0,0,0,0,0,0,0
 2021/04/20,123,41,0,0,0,0,0,0,0,0,0,0
 2021/04/20,102,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,21,7,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,93,31,6,0,0,0,0,0,0,0,0,0
 2021/04/20,81,20,6,0,0,0,0,0,0,0,0,0
 2021/04/20,78,19,9,3,3,0,0,0,2,0,0,2
 2021/04/20,69,19,9,3,3,0,0,0,1,0,0,1
 2021/04/20,60,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,30,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,66,22,0,0,0,0,0,0,0,0,0,0
 2021/04/20,36,12,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,123,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,174,54,0,0,0,0,0,0,0,0,0,0
 2021/04/20,195,57,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,29,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,132,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,135,41,0,0,0,0,0,0,0,0,0,0
 2021/04/20,132,44,0,0,0,0,0,0,0,0,0,0
 2021/04/20,96,29,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,26,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,66,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,153,51,0,0,0,0,0,0,0,0,0,0
 2021/04/20,141,47,0,0,0,0,0,0,0,0,0,0
 2021/04/20,108,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,26,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,102,31,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,204,65,0,0,0,0,0,0,0,0,0,0
 2021/04/20,150,44,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,31,3,0,0,0,0,0,0,0,0,0
 2021/04/20,129,40,3,0,0,0,0,0,0,0,0,0
 2021/04/20,117,36,3,0,0,0,0,0,0,0,0,0
 2021/04/20,138,43,6,3,3,0,0,0,1,0,0,1
 2021/04/20,141,43,0,0,0,0,0,0,0,0,0,0
 2021/04/20,189,56,3,0,0,0,0,0,0,0,0,0
 2021/04/20,156,49,3,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,153,44,0,0,0,0,0,0,0,0,0,0
 2021/04/20,198,59,0,0,0,0,1,1,1,1,1,1
 2021/04/20,123,38,3,0,0,0,0,0,0,0,0,0
 2021/04/20,114,35,3,0,0,0,0,0,0,0,0,0
 2021/04/20,123,38,0,0,0,0,0,0,0,0,0,0
 2021/04/20,102,31,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,105,35,0,0,0,0,0,0,0,0,0,0
 2021/04/20,87,29,0,0,0,0,0,0,0,0,0,0
 2021/04/20,129,43,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,144,48,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,3,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,183,54,3,0,0,0,0,0,0,0,0,0
 2021/04/20,105,29,3,0,0,0,0,0,0,0,0,0
 2021/04/20,111,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,183,61,0,0,0,0,0,0,0,0,0,0
 2021/04/20,144,48,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,75,25,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,144,44,3,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,3,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,6,0,0,0,0,0,0,0,0,0
 2021/04/20,111,37,3,0,0,0,0,0,0,0,0,0
 2021/04/20,132,34,0,0,0,0,0,0,0,0,0,0
 2021/04/20,144,48,0,0,0,0,0,0,0,0,0,0
 2021/04/20,153,47,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,26,3,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,3,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,3,0,0,0,0,0,0,0,0,0
 2021/04/20,60,17,3,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,117,39,0,0,0,0,0,0,0,0,0,0
 2021/04/20,150,43,0,0,0,0,0,0,0,0,0,0
 2021/04/20,240,77,0,0,0,0,1,1,1,1,1,1
 2021/04/20,207,69,0,0,0,0,1,1,1,1,1,1
 2021/04/20,129,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,36,0,0,0,0,0,0,0,0,0,0
 2021/04/20,192,60,0,0,0,0,0,0,0,0,0,0
 2021/04/20,162,50,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,54,18,0,0,0,0,0,0,0,0,0,0
 2021/04/20,123,41,0,0,0,0,0,0,0,0,0,0
 2021/04/20,138,43,10,0,0,0,0,0,0,0,0,0
 2021/04/20,126,38,0,0,0,0,0,0,0,0,0,0
 2021/04/20,144,44,0,0,0,0,0,0,0,0,0,0
 2021/04/20,87,26,0,0,0,0,0,0,0,0,0,0
 2021/04/20,162,51,3,0,0,0,0,0,0,0,0,0
 2021/04/20,144,48,3,0,0,0,0,0,0,0,0,0
 2021/04/20,72,24,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,105,31,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,141,44,0,0,0,0,0,0,0,0,0,0
 2021/04/20,123,38,3,0,0,0,0,0,0,0,0,0
 2021/04/20,111,37,3,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,36,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,63,21,0,0,0,0,0,0,0,0,0,0
 2021/04/20,114,38,6,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,6,0,0,0,0,0,0,0,0,0
 2021/04/20,78,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,54,15,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,26,0,0,0,0,0,0,0,0,0,0
 2021/04/20,102,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,72,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,123,38,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,34,0,0,0,0,0,0,0,0,0,0
 2021/04/20,132,44,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,123,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,22,0,0,0,0,0,0,0,0,0,0
 2021/04/20,204,68,0,0,0,0,0,0,0,0,0,0
 2021/04/20,144,48,3,0,0,0,0,0,0,0,0,0
 2021/04/20,123,41,3,0,0,0,0,0,0,0,0,0
 2021/04/20,108,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,93,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,63,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,135,45,3,0,0,0,0,0,0,0,0,0
 2021/04/20,144,48,3,0,0,0,0,0,0,0,0,0
 2021/04/20,111,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,45,12,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,195,65,0,0,0,0,0,0,0,0,0,0
 2021/04/20,186,62,0,0,0,0,0,0,0,0,0,0
 2021/04/20,87,29,3,0,0,0,0,0,0,0,0,0
 2021/04/20,66,22,3,3,3,0,0,0,0,0,0,0
 2021/04/20,78,26,3,3,3,0,0,0,1,0,0,1
 2021/04/20,72,24,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,132,44,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,37,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,3,0,0,0,0,0,0,0,0,0
 2021/04/20,123,41,3,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,147,46,0,0,0,0,0,0,0,0,0,0
 2021/04/20,108,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,93,31,0,0,0,0,0,0,0,0,0,0
 2021/04/20,117,31,3,0,0,0,0,0,0,0,0,0
 2021/04/20,102,34,6,0,0,0,0,0,0,0,0,0
 2021/04/20,87,29,3,0,0,0,0,0,0,0,0,0
 2021/04/20,36,12,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,37,3,0,0,0,0,0,0,0,0,0
 2021/04/20,153,51,6,0,0,0,0,0,0,0,0,0
 2021/04/20,30,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,21,7,0,0,0,0,0,0,0,0,0,0
 2021/04/20,63,21,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,3,0,0,0,0,0,0,0,0,0
 2021/04/20,66,22,3,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,87,29,0,0,0,0,0,0,0,0,0,0
 2021/04/20,72,24,0,0,0,0,0,0,0,0,0,0
 2021/04/20,117,35,0,0,0,0,0,0,0,0,0,0
 2021/04/20,72,24,0,0,0,0,0,0,0,0,0,0
 2021/04/20,72,21,3,0,0,0,0,0,0,0,0,0
 2021/04/20,120,33,6,0,0,0,0,0,0,0,0,0
 2021/04/20,87,25,6,0,0,0,0,0,0,0,0,0
 2021/04/20,87,29,3,0,0,0,0,0,0,0,0,0
 2021/04/20,111,33,3,0,0,0,0,0,0,0,0,0
 2021/04/20,141,39,3,0,0,0,0,0,0,0,0,0
 2021/04/20,78,22,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,87,29,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,141,47,0,0,0,0,0,0,0,0,0,0
 2021/04/20,108,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,93,27,3,0,0,0,0,0,0,0,0,0
 2021/04/20,42,14,0,0,0,0,0,0,0,0,0,0
 2021/04/20,84,24,0,0,0,0,0,0,0,0,0,0
 2021/04/20,177,55,0,0,0,0,0,0,0,0,0,0
 2021/04/20,177,59,0,0,0,0,0,0,0,0,0,0
 2021/04/20,108,36,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,26,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,29,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,37,3,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,3,0,0,0,0,0,0,0,0,0
 2021/04/20,60,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,102,28,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,36,12,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,3,0,0,0,0,0,0,0,0,0
 2021/04/20,108,32,0,0,0,0,0,0,0,0,0,0
 2021/04/20,276,77,0,0,0,0,0,0,0,0,0,0
 2021/04/20,234,67,0,0,0,0,1,1,1,1,1,1
 2021/04/20,123,41,0,0,0,0,0,0,0,0,0,0
 2021/04/20,114,34,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,20,3,0,0,0,0,0,0,0,0,0
 2021/04/20,93,31,0,0,0,0,0,0,0,0,0,0
 2021/04/20,93,31,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,30,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,63,21,0,0,0,0,0,0,0,0,0,0
 2021/04/20,72,24,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,144,45,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,30,7,0,0,0,0,0,0,0,0,0,0
 2021/04/20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,123,41,0,0,0,0,0,0,0,0,0,0
 2021/04/20,123,41,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,24,0,0,0,0,0,0,0,0,0,0
 2021/04/20,129,39,0,0,0,0,0,0,0,0,0,0
 2021/04/20,126,38,0,0,0,0,0,0,0,0,0,0
 2021/04/20,141,36,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,26,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,26,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,30,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,6,3,3,0,0,0,1,0,0,1
 2021/04/20,78,26,3,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,3,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,3,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,3,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,114,34,3,0,0,0,0,0,0,0,0,0
 2021/04/20,93,27,3,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,30,10,0,0,0,0,0,0,0,0,0,0
 2021/04/20,93,31,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,60,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,48,16,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,19,3,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,0,0,0,0,0,0,0,0,0,0
 2021/04/20,78,26,0,0,0,0,0,0,0,0,0,0
 2021/04/20,75,25,0,0,0,0,0,0,0,0,0,0
 2021/04/20,84,28,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,57,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,81,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,27,0,0,0,0,0,0,0,0,0,0
 2021/04/20,27,9,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,9,3,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,102,34,0,0,0,0,0,0,0,0,0,0
 2021/04/20,123,38,0,0,0,0,0,0,0,0,0,0
 2021/04/20,99,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,36,12,0,0,0,0,0,0,0,0,0,0
 2021/04/20,90,30,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,37,3,0,0,0,0,0,0,0,0,0
 2021/04/20,99,29,3,0,0,0,0,0,0,0,0,0
 2021/04/20,69,19,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,72,20,0,0,0,0,0,0,0,0,0,0
 2021/04/20,111,33,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,40,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,51,17,0,0,0,0,0,0,0,0,0,0
 2021/04/20,69,23,3,0,0,0,0,0,0,0,0,0
 2021/04/20,84,25,6,0,0,0,0,0,0,0,0,0
 2021/04/20,75,22,3,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,18,6,0,0,0,0,0,0,0,0,0,0
 2021/04/20,39,13,0,0,0,0,0,0,0,0,0,0
 2021/04/20,120,33,0,0,0,0,0,0,0,0,0,0
