      Date,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
 2021/04/20,384,118,3,3,3,0,2,2,4,2,2,4
 2021/04/20,522,170,3,3,3,0,2,2,4,2,2,4
 2021/04/20,453,141,6,0,0,0,2,2,2,2,2,2
 2021/04/20,441,132,14,0,0,0,1,1,1,1,1,1
 2021/04/20,555,163,17,0,0,0,2,2,2,2,2,2
 2021/04/20,714,226,3,0,0,0,4,4,4,4,4,4
 2021/04/20,585,188,6,0,0,0,3,3,3,3,3,3
 2021/04/20,495,158,3,0,0,0,1,1,1,1,1,1
 2021/04/20,333,111,3,0,0,0,0,0,0,0,0,0
 2021/04/20,291,90,10,0,0,0,0,0,0,0,0,0
 2021/04/20,528,166,13,0,0,0,2,2,2,2,2,2
 2021/04/20,387,126,6,0,0,0,1,1,1,1,1,1
 2021/04/20,348,113,3,0,0,0,1,1,1,1,1,1
 2021/04/20,417,133,0,0,0,0,1,1,1,1,1,1
 2021/04/20,495,159,7,0,0,0,2,2,2,2,2,2
 2021/04/20,432,136,17,3,0,0,1,2,3,1,2,3
 2021/04/20,453,135,10,3,3,3,1,1,4,1,1,4
 2021/04/20,357,104,3,3,3,3,0,0,3,0,0,3
 2021/04/20,399,122,0,0,0,0,0,0,0,0,0,0
 2021/04/20,456,144,0,0,0,0,1,1,1,1,1,1
 2021/04/20,357,119,3,0,0,0,1,1,1,1,1,1
 2021/04/20,408,130,9,0,0,0,1,1,1,1,1,1
 2021/04/20,540,170,6,0,0,0,2,2,2,2,2,2
 2021/04/20,315,105,29,6,3,0,1,3,5,1,3,5
 2021/04/20,300,92,15,6,3,0,0,1,3,0,1,3
 2021/04/20,354,107,3,0,0,0,0,0,0,0,0,0
 2021/04/20,423,134,0,0,0,0,1,1,1,1,1,1
 2021/04/20,312,101,0,0,0,0,0,0,0,0,0,0
 2021/04/20,456,145,0,0,0,0,1,1,1,1,1,1
 2021/04/20,534,167,3,0,0,0,2,2,2,2,2,2
 2021/04/20,477,151,3,0,0,0,1,1,1,1,1,1
 2021/04/20,477,149,0,0,0,0,2,2,2,2,2,2
 2021/04/20,378,113,0,0,0,0,0,0,0,0,0,0
 2021/04/20,522,155,0,0,0,0,2,2,2,2,2,2
 2021/04/20,507,158,3,0,0,0,2,2,2,2,2,2
 2021/04/20,486,151,6,0,0,0,1,1,1,1,1,1
 2021/04/20,432,133,0,0,0,0,1,1,1,1,1,1
 2021/04/20,378,123,3,3,3,0,1,1,3,1,1,3
 2021/04/20,507,162,3,3,3,0,2,2,4,2,2,4
 2021/04/20,618,187,7,0,0,0,3,3,3,3,3,3
 2021/04/20,555,170,13,0,0,0,2,2,2,2,2,2
 2021/04/20,672,206,3,0,0,0,4,4,4,4,4,4
 2021/04/20,498,155,9,3,0,0,2,2,4,2,2,4
 2021/04/20,423,134,6,3,0,0,1,1,2,1,1,2
 2021/04/20,468,149,0,0,0,0,2,2,2,2,2,2
 2021/04/20,510,155,0,0,0,0,1,1,1,1,1,1
 2021/04/20,411,122,0,0,0,0,1,1,1,1,1,1
 2021/04/20,252,76,0,0,0,0,0,0,0,0,0,0
 2021/04/20,501,155,6,0,0,0,2,2,2,2,2,2
 2021/04/20,501,156,9,0,0,0,1,1,1,1,1,1
 2021/04/20,390,115,3,0,0,0,2,2,2,2,2,2
 2021/04/20,432,128,6,3,3,0,2,2,4,2,2,4
 2021/04/20,345,111,16,10,10,3,0,1,8,0,1,8
 2021/04/20,420,132,6,3,3,0,1,1,3,1,1,3
 2021/04/20,549,175,6,0,0,0,2,2,2,2,2,2
 2021/04/20,324,105,3,0,0,0,1,1,1,1,1,1
 2021/04/20,480,145,7,0,0,0,1,1,1,1,1,1
 2021/04/20,504,156,3,0,0,0,1,1,1,1,1,1
 2021/04/20,423,138,3,0,0,0,2,2,2,2,2,2
 2021/04/20,474,147,0,0,0,0,1,1,1,1,1,1
 2021/04/20,471,138,0,0,0,0,1,1,1,1,1,1
 2021/04/20,555,165,13,6,3,3,1,2,5,1,2,5
 2021/04/20,492,154,10,3,3,3,2,2,5,2,2,5
 2021/04/20,357,109,0,0,0,0,0,0,0,0,0,0
 2021/04/20,402,119,9,0,0,0,1,1,1,1,1,1
 2021/04/20,378,122,12,0,0,0,0,1,1,0,1,1
 2021/04/20,411,130,6,0,0,0,1,1,1,1,1,1
 2021/04/20,510,170,0,0,0,0,2,2,2,2,2,2
 2021/04/20,405,135,7,0,0,0,1,2,2,1,2,2
 2021/04/20,321,107,7,0,0,0,2,2,2,2,2,2
 2021/04/20,288,92,0,0,0,0,0,0,0,0,0,0
 2021/04/20,435,137,10,0,0,0,1,1,1,1,1,1
 2021/04/20,426,138,10,0,0,0,1,1,1,1,1,1
 2021/04/20,378,122,3,0,0,0,1,1,1,1,1,1
 2021/04/20,384,128,12,0,0,0,2,2,2,2,2,2
 2021/04/20,420,137,13,0,0,0,1,1,1,1,1,1
 2021/04/20,384,125,10,3,0,0,1,1,2,1,1,2
 2021/04/20,309,103,9,3,0,0,0,0,2,0,0,2
 2021/04/20,288,96,6,0,0,0,0,0,0,0,0,0
 2021/04/20,333,111,10,0,0,0,0,0,0,0,0,0
 2021/04/20,498,166,10,0,0,0,1,2,2,1,2,2
 2021/04/20,483,158,3,0,0,0,1,1,1,1,1,1
 2021/04/20,408,133,3,0,0,0,1,1,1,1,1,1
 2021/04/20,627,205,0,0,0,0,3,3,3,3,3,3
 2021/04/20,591,193,3,0,0,0,2,2,2,2,2,2
 2021/04/20,426,138,6,0,0,0,1,1,1,1,1,1
 2021/04/20,471,153,6,0,0,0,2,2,2,2,2,2
 2021/04/20,510,166,9,0,0,0,2,2,2,2,2,2
 2021/04/20,576,185,6,0,0,0,2,2,2,2,2,2
 2021/04/20,444,141,0,0,0,0,1,1,1,1,1,1
 2021/04/20,363,118,3,0,0,0,0,1,1,0,1,1
 2021/04/20,510,166,9,3,0,0,2,3,4,2,3,4
 2021/04/20,486,155,3,0,0,0,2,2,2,2,2,2
 2021/04/20,429,135,13,3,0,0,2,2,3,2,2,3
 2021/04/20,378,114,10,0,0,0,1,1,1,1,1,1
 2021/04/20,522,163,19,3,0,0,1,3,3,1,3,3
 2021/04/20,366,111,16,0,0,0,0,1,1,0,1,1
 2021/04/20,357,115,3,0,0,0,0,1,1,0,1,1
 2021/04/20,339,113,3,0,0,0,0,0,0,0,0,0
 2021/04/20,315,101,9,0,0,0,0,0,0,0,0,0
 2021/04/20,411,134,6,0,0,0,1,1,1,1,1,1
 2021/04/20,630,204,0,0,0,0,3,3,3,3,3,3
 2021/04/20,522,170,3,3,3,0,2,2,4,2,2,4
 2021/04/20,417,132,3,0,0,0,2,2,2,2,2,2
 2021/04/20,663,213,9,0,0,0,3,3,3,3,3,3
 2021/04/20,612,204,9,0,0,0,4,4,4,4,4,4
 2021/04/20,510,159,3,0,0,0,2,2,2,2,2,2
 2021/04/20,417,121,3,3,3,3,1,1,4,1,1,4
 2021/04/20,378,112,6,3,3,3,0,0,3,0,0,3
 2021/04/20,432,136,6,0,0,0,1,1,1,1,1,1
 2021/04/20,300,81,3,0,0,0,1,1,1,1,1,1
 2021/04/20,258,78,0,0,0,0,0,0,0,0,0,0
 2021/04/20,399,129,3,0,0,0,2,2,2,2,2,2
 2021/04/20,468,148,7,0,0,0,2,2,2,2,2,2
 2021/04/20,519,165,10,0,0,0,2,2,2,2,2,2
 2021/04/20,423,130,3,0,0,0,1,1,1,1,1,1
 2021/04/20,528,170,7,0,0,0,2,2,2,2,2,2
 2021/04/20,387,119,7,0,0,0,2,2,2,2,2,2
 2021/04/20,390,119,3,3,3,0,1,1,3,1,1,3
 2021/04/20,435,141,0,0,0,0,1,1,1,1,1,1
 2021/04/20,522,171,0,0,0,0,3,3,3,3,3,3
 2021/04/20,510,170,3,0,0,0,2,2,2,2,2,2
 2021/04/20,411,126,13,0,0,0,1,1,1,1,1,1
 2021/04/20,369,112,16,0,0,0,0,1,1,0,1,1
 2021/04/20,423,133,9,0,0,0,1,1,1,1,1,1
 2021/04/20,270,83,6,3,3,0,0,0,2,0,0,2
 2021/04/20,267,83,0,0,0,0,0,0,0,0,0,0
 2021/04/20,351,114,7,0,0,0,0,1,1,0,1,1
 2021/04/20,351,105,3,0,0,0,0,0,0,0,0,0
 2021/04/20,468,144,0,0,0,0,1,1,1,1,1,1
 2021/04/20,399,130,3,0,0,0,1,1,1,1,1,1
 2021/04/20,378,116,3,0,0,0,1,1,1,1,1,1
 2021/04/20,348,112,3,3,3,0,0,0,2,0,0,2
 2021/04/20,402,126,6,6,6,0,0,0,4,0,0,4
 2021/04/20,474,151,3,3,3,0,1,1,3,1,1,3
 2021/04/20,444,137,0,0,0,0,1,1,1,1,1,1
 2021/04/20,360,109,0,0,0,0,0,0,0,0,0,0
 2021/04/20,405,124,0,0,0,0,1,1,1,1,1,1
 2021/04/20,237,73,0,0,0,0,0,0,0,0,0,0
 2021/04/20,312,94,10,0,0,0,0,0,0,0,0,0
 2021/04/20,384,121,10,0,0,0,0,1,1,0,1,1
 2021/04/20,441,144,3,0,0,0,1,1,1,1,1,1
 2021/04/20,444,148,10,0,0,0,1,2,2,1,2,2
 2021/04/20,465,155,0,0,0,0,1,1,1,1,1,1
 2021/04/20,486,159,0,0,0,0,1,1,1,1,1,1
 2021/04/20,498,159,6,0,0,0,2,2,2,2,2,2
 2021/04/20,420,137,13,0,0,0,1,2,2,1,2,2
 2021/04/20,453,141,17,0,0,0,1,2,2,1,2,2
 2021/04/20,621,203,17,0,0,0,3,3,3,3,3,3
 2021/04/20,675,218,3,0,0,0,4,4,4,4,4,4
 2021/04/20,498,163,20,0,0,0,3,3,3,3,3,3
 2021/04/20,510,170,10,0,0,0,3,3,3,3,3,3
 2021/04/20,423,137,0,0,0,0,1,1,1,1,1,1
 2021/04/20,474,147,6,0,0,0,1,2,2,1,2,2
 2021/04/20,519,166,19,0,0,0,1,3,3,1,3,3
 2021/04/20,399,133,16,0,0,0,1,2,2,1,2,2
 2021/04/20,390,122,9,0,0,0,1,1,1,1,1,1
 2021/04/20,432,140,9,0,0,0,2,2,2,2,2,2
 2021/04/20,447,145,10,0,0,0,1,2,2,1,2,2
 2021/04/20,261,83,7,0,0,0,0,0,0,0,0,0
 2021/04/20,333,104,0,0,0,0,0,0,0,0,0,0
 2021/04/20,372,111,0,0,0,0,0,0,0,0,0,0
 2021/04/20,405,129,0,0,0,0,1,1,1,1,1,1
 2021/04/20,453,145,7,0,0,0,1,2,2,1,2,2
 2021/04/20,420,129,0,0,0,0,1,1,1,1,1,1
 2021/04/20,378,118,3,3,3,0,0,0,2,0,0,2
 2021/04/20,345,112,10,3,3,0,0,0,2,0,0,2
 2021/04/20,375,122,13,0,0,0,1,1,1,1,1,1
 2021/04/20,408,136,9,0,0,0,1,1,1,1,1,1
 2021/04/20,411,133,13,3,3,0,1,1,3,1,1,3
 2021/04/20,369,109,3,0,0,0,0,0,0,0,0,0
 2021/04/20,291,87,0,0,0,0,0,0,0,0,0,0
 2021/04/20,486,145,6,0,0,0,1,1,1,1,1,1
 2021/04/20,531,166,6,3,3,3,3,3,5,3,3,5
 2021/04/20,354,115,3,3,3,3,1,1,3,1,1,3
 2021/04/20,471,154,9,6,6,0,2,2,6,2,2,6
 2021/04/20,453,148,12,6,6,0,2,2,6,2,2,6
 2021/04/20,375,122,3,0,0,0,2,2,2,2,2,2
 2021/04/20,348,112,6,0,0,0,1,2,2,1,2,2
 2021/04/20,426,134,15,3,3,0,2,2,4,2,2,4
 2021/04/20,402,130,12,3,3,0,2,2,4,2,2,4
 2021/04/20,363,113,6,3,3,0,1,1,3,1,1,3
 2021/04/20,351,102,3,3,3,0,1,1,3,1,1,3
 2021/04/20,387,117,0,0,0,0,0,0,0,0,0,0
 2021/04/20,348,108,3,0,0,0,0,1,1,0,1,1
 2021/04/20,420,137,15,0,0,0,1,1,1,1,1,1
 2021/04/20,447,141,6,0,0,0,1,1,1,1,1,1
 2021/04/20,552,170,3,3,3,0,1,1,3,1,1,3
 2021/04/20,492,155,6,3,3,0,1,1,3,1,1,3
 2021/04/20,417,136,6,3,3,0,1,1,3,1,1,3
 2021/04/20,420,140,6,0,0,0,1,1,1,1,1,1
 2021/04/20,480,156,13,0,0,0,1,2,2,1,2,2
 2021/04/20,477,151,10,0,0,0,1,1,1,1,1,1
 2021/04/20,486,150,9,0,0,0,1,1,1,1,1,1
 2021/04/20,486,154,6,0,0,0,1,2,2,1,2,2
 2021/04/20,390,114,3,0,0,0,1,2,2,1,2,2
 2021/04/20,231,73,0,0,0,0,0,0,0,0,0,0
 2021/04/20,285,95,0,0,0,0,0,0,0,0,0,0
 2021/04/20,336,109,0,0,0,0,1,1,1,1,1,1
 2021/04/20,384,121,3,0,0,0,2,2,2,2,2,2
 2021/04/20,498,162,0,0,0,0,3,3,3,3,3,3
 2021/04/20,501,163,6,3,3,0,2,3,5,2,3,5
 2021/04/20,477,147,0,0,0,0,2,2,2,2,2,2
 2021/04/20,447,127,7,0,0,0,2,2,2,2,2,2
 2021/04/20,477,148,13,0,0,0,2,3,3,2,3,3
 2021/04/20,495,161,12,0,0,0,3,3,3,3,3,3
 2021/04/20,594,198,15,0,0,0,3,3,3,3,3,3
 2021/04/20,564,184,9,0,0,0,2,2,2,2,2,2
 2021/04/20,453,144,6,0,0,0,2,2,2,2,2,2
 2021/04/20,384,125,6,0,0,0,1,1,1,1,1,1
 2021/04/20,345,111,0,0,0,0,0,0,0,0,0,0
 2021/04/20,447,141,6,0,0,0,1,2,2,1,2,2
 2021/04/20,456,148,9,0,0,0,3,3,3,3,3,3
 2021/04/20,408,136,0,0,0,0,2,2,2,2,2,2
 2021/04/20,384,124,6,3,0,0,0,0,2,0,0,2
 2021/04/20,411,133,3,3,0,0,0,0,2,0,0,2
 2021/04/20,528,162,0,0,0,0,1,1,1,1,1,1
 2021/04/20,441,122,3,3,3,0,1,1,3,1,1,3
 2021/04/20,354,104,3,3,3,0,1,1,3,1,1,3
 2021/04/20,441,137,3,0,0,0,1,1,1,1,1,1
 2021/04/20,387,118,9,0,0,0,2,2,2,2,2,2
 2021/04/20,432,140,9,0,0,0,1,1,1,1,1,1
 2021/04/20,399,133,0,0,0,0,1,1,1,1,1,1
 2021/04/20,411,133,13,0,0,0,1,1,1,1,1,1
 2021/04/20,333,104,10,0,0,0,0,0,0,0,0,0
 2021/04/20,321,100,0,0,0,0,1,1,1,1,1,1
 2021/04/20,279,90,3,3,3,0,0,0,2,0,0,2
 2021/04/20,333,100,3,3,3,0,0,0,2,0,0,2
 2021/04/20,342,110,0,0,0,0,0,0,0,0,0,0
 2021/04/20,345,115,6,0,0,0,0,1,1,0,1,1
 2021/04/20,597,186,6,3,3,0,2,2,4,2,2,4
 2021/04/20,672,200,13,0,0,0,3,3,3,3,3,3
 2021/04/20,414,120,6,0,0,0,1,1,1,1,1,1
 2021/04/20,327,101,0,0,0,0,0,0,0,0,0,0
 2021/04/20,291,94,0,0,0,0,0,0,0,0,0,0
 2021/04/20,357,116,3,0,0,0,1,1,1,1,1,1
 2021/04/20,321,103,3,0,0,0,0,0,0,0,0,0
 2021/04/20,288,92,3,0,0,0,0,0,0,0,0,0
 2021/04/20,297,95,6,0,0,0,0,0,0,0,0,0
 2021/04/20,573,177,13,0,0,0,2,2,2,2,2,2
 2021/04/20,357,115,13,0,0,0,1,1,1,1,1,1
 2021/04/20,312,101,3,0,0,0,0,0,0,0,0,0
 2021/04/20,375,114,0,0,0,0,0,0,0,0,0,0
 2021/04/20,339,103,9,0,0,0,0,0,0,0,0,0
 2021/04/20,438,143,9,0,0,0,2,2,2,2,2,2
 2021/04/20,309,96,3,0,0,0,0,0,0,0,0,0
 2021/04/20,291,82,6,0,0,0,0,0,0,0,0,0
 2021/04/20,375,117,6,0,0,0,0,0,0,0,0,0
 2021/04/20,399,129,3,0,0,0,1,1,1,1,1,1
 2021/04/20,357,119,3,0,0,0,1,1,1,1,1,1
 2021/04/20,249,83,0,0,0,0,0,0,0,0,0,0
 2021/04/20,291,90,3,0,0,0,0,0,0,0,0,0
 2021/04/20,432,134,6,0,0,0,1,1,1,1,1,1
 2021/04/20,258,83,13,0,0,0,0,0,0,0,0,0
 2021/04/20,261,84,13,0,0,0,0,0,0,0,0,0
 2021/04/20,387,126,3,0,0,0,1,1,1,1,1,1
 2021/04/20,333,111,0,0,0,0,0,0,0,0,0,0
 2021/04/20,564,165,3,0,0,0,1,2,2,1,2,2
 2021/04/20,435,125,3,0,0,0,1,1,1,1,1,1
 2021/04/20,465,136,6,0,0,0,1,1,1,1,1,1
 2021/04/20,618,192,10,0,0,0,2,2,2,2,2,2
 2021/04/20,504,151,13,0,0,0,1,2,2,1,2,2
 2021/04/20,498,154,6,0,0,0,2,2,2,2,2,2
 2021/04/20,333,91,10,0,0,0,0,0,0,0,0,0
 2021/04/20,396,117,10,0,0,0,0,1,1,0,1,1
 2021/04/20,339,110,7,0,0,0,0,1,1,0,1,1
 2021/04/20,357,115,3,0,0,0,0,1,1,0,1,1
 2021/04/20,333,100,3,0,0,0,0,0,0,0,0,0
 2021/04/20,309,96,0,0,0,0,0,0,0,0,0,0
 2021/04/20,324,100,3,0,0,0,0,0,0,0,0,0
 2021/04/20,366,103,3,0,0,0,0,0,0,0,0,0
 2021/04/20,333,96,7,0,0,0,0,0,0,0,0,0
 2021/04/20,390,122,7,0,0,0,1,1,1,1,1,1
 2021/04/20,435,129,0,0,0,0,1,1,1,1,1,1
 2021/04/20,390,111,0,0,0,0,0,0,0,0,0,0
 2021/04/20,441,137,3,0,0,0,2,2,2,2,2,2
 2021/04/20,390,130,3,0,0,0,2,2,2,2,2,2
 2021/04/20,450,146,7,0,0,0,2,3,3,2,3,3
 2021/04/20,480,152,7,0,0,0,2,2,2,2,2,2
 2021/04/20,360,108,6,0,0,0,1,1,1,1,1,1
 2021/04/20,414,126,3,0,0,0,1,1,1,1,1,1
 2021/04/20,555,177,3,3,3,3,2,2,4,2,2,4
 2021/04/20,588,177,7,0,0,0,2,2,2,2,2,2
 2021/04/20,585,180,10,0,0,0,3,3,3,3,3,3
 2021/04/20,366,111,9,0,0,0,0,1,1,0,1,1
 2021/04/20,300,93,10,0,0,0,0,0,0,0,0,0
 2021/04/20,477,155,10,3,3,3,1,2,4,1,2,4
 2021/04/20,477,151,9,6,6,3,1,1,6,1,1,6
 2021/04/20,540,177,0,0,0,0,3,3,3,3,3,3
 2021/04/20,483,147,19,0,0,0,1,2,2,1,2,2
 2021/04/20,327,101,19,0,0,0,0,1,1,0,1,1
 2021/04/20,489,147,7,0,0,0,1,1,1,1,1,1
 2021/04/20,429,135,0,0,0,0,1,1,1,1,1,1
 2021/04/20,585,191,14,0,0,0,2,3,3,2,3,3
 2021/04/20,444,144,24,6,6,0,1,1,5,1,1,5
