      Date,      Time,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
12/22/2020,  13:40:11,18,6,3,0,0,0,0,0,0,0,0,0
12/22/2020,  13:40:21,42,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:40:31,66,10,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:40:41,42,10,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:40:51,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:41:01,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:11,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:21,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:31,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:41,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:51,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:42:01,21,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:11,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:21,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:31,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:41,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:51,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:43:01,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:11,69,19,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:21,69,19,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:31,39,9,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:41,39,13,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:51,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:44:01,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:11,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:21,9,3,3,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:31,9,3,3,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:41,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:51,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:45:01,18,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:11,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:21,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:31,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:41,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:51,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:46:06,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:46:16,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:46:26,33,7,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:46:36,33,7,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:46:46,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:46:56,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:47:06,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:16,105,31,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:26,105,31,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:36,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:46,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:56,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:48:06,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:16,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:26,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:36,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:46,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:56,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:49:06,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:16,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:26,102,30,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:36,78,22,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:46,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:56,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:50:06,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:16,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:26,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:36,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:46,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:56,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:51:06,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:16,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:26,21,7,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:36,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:46,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:56,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:52:06,9,3,3,3,0,0,0,0,1,0,0,1
12/22/2020,  13:52:16,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:26,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:36,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:46,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:56,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:53:06,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:16,45,11,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:26,54,14,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:36,33,7,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:46,33,7,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:56,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:54:06,0,0,0,0,0,0,0,0,0,0,0,0
