      Date,      Time,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
12/22/2020,  13:41:20,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:55,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:29,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:43:04,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:38,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:13,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:48,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:22,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:57,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:46:31,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:47:06,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:41,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:15,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:50,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:24,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:59,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:34,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:51:08,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:43,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:52,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:26,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:54:01,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:54:36,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:55:10,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:55:45,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:56:19,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:56:54,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:57:29,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:58:03,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:58:38,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:59:12,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:59:47,0,0,0,0,0,0,0,0,0,0,0,0
