      Date,      Time,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
12/22/2020,   13:40:00,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:40:10,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:40:20,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:40:30,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:40:40,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:41:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:17,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:27,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:37,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:41:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:42:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:37,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:42:47,18,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:43:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:27,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:37,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:43:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:44:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:44:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:45:07,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:45:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:46:07,9,3,3,3,3,0,0,0,0,0,0,0
12/22/2020,  13:46:17,9,3,3,3,3,0,0,0,1,0,0,1
12/22/2020,  13:46:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:46:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:46:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:47:07,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:47:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:48:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:27,165,52,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:37,165,52,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:48:47,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:49:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:49:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:50:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:27,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:37,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:50:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:51:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:17,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:27,18,6,3,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:37,9,3,3,0,0,0,0,0,0,0,0,0
12/22/2020,  13:51:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:52:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:37,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:52:47,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:53:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:53:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:54:07,18,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:54:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:54:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:54:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:54:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:55:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:55:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:55:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:55:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:55:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:56:07,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:56:17,27,9,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:56:27,27,9,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:56:37,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:56:47,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:57:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:57:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:57:27,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:57:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:57:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:58:07,27,9,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:58:17,18,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:58:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:58:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:58:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   13:59:07,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:59:17,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:59:27,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:59:37,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,  13:59:47,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,    14:00:07,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:00:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:00:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:00:37,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:00:47,18,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,    14:01:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:01:17,27,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:01:27,27,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:01:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:01:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,    14:02:07,18,6,3,0,0,0,0,0,0,0,0,0
12/22/2020,   14:02:17,18,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:02:27,45,15,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:02:37,54,15,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:02:47,27,9,0,0,0,0,0,0,0,0,0,0
12/22/2020,    14:03:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:03:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:03:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:03:37,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:03:47,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,    14:04:07,27,9,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:04:17,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:04:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:04:37,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:04:47,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,    14:05:07,27,9,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:05:17,27,9,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:05:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:05:37,18,6,3,3,3,0,0,0,0,0,0,0
12/22/2020,   14:05:47,18,6,3,3,3,0,0,0,0,0,0,0
12/22/2020,    14:06:07,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:06:17,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:06:27,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:06:37,27,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:06:47,27,6,0,0,0,0,0,0,0,0,0,0
12/22/2020,    14:07:07,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:07:17,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:07:27,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:07:37,9,3,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:07:47,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,    14:08:07,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:08:17,9,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:08:27,9,3,3,0,0,0,0,0,0,0,0,0
12/22/2020,   14:08:37,45,15,3,0,0,0,0,0,0,0,0,0
12/22/2020,   14:08:47,165,55,15,3,3,0,0,0,2,0,0,2
12/22/2020,    14:09:07,207,69,9,3,3,3,0,0,3,0,0,3
12/22/2020,   14:09:17,294,94,24,3,3,3,0,1,4,0,1,4
12/22/2020,   14:09:27,465,147,24,0,0,0,1,2,2,1,2,2
12/22/2020,   14:09:37,348,113,9,0,0,0,0,1,1,0,1,1
12/22/2020,   14:09:47,108,33,3,0,0,0,0,0,0,0,0,0
12/22/2020,   14:10:07,153,51,12,3,0,0,0,0,0,0,0,0
12/22/2020,  14:10:17,117,39,6,0,0,0,0,0,0,0,0,0
12/22/2020,  14:10:27,156,52,9,0,0,0,0,0,0,0,0,0
12/22/2020,  14:10:37,81,27,0,0,0,0,0,0,0,0,0,0
12/22/2020,  14:10:47,81,24,0,0,0,0,0,0,0,0,0,0
12/22/2020,   14:11:07,57,19,3,3,3,0,0,0,1,0,0,1
12/22/2020,  14:11:17,54,18,6,3,3,0,0,0,1,0,0,1
12/22/2020,  14:11:27,81,21,6,3,3,0,0,0,1,0,0,1
12/22/2020,  14:11:37,27,9,0,0,0,0,0,0,0,0,0,0
